Title,Business Category,Body,Trip Advisor ID,Quarter,Address Line 1,Address Line 2,Town,Postcode,Longitude,Latitude,Telephone Number,Website,Email Address,Monday Opening Times,Tuesday Opening Times,Wednesday Opening Times,Thursday Opening Times,Friday Opening Times,Saturday Opening Times,Sunday Opening Times,Bank Holiday Opening Times,Facebook,Instagram,Twitter,Youtube
Vision Express,"Health and Beauty, Opticians","Built on a passion for the optical profession and a drive for unparalleled customer service, Vision Express opened its first store in 1988 in Newcastle.

Part of Europe's largest optical retail group GrandVision, Vision Express has more than 390 stores nationwide and continues to maintain its position as one of the leading and most trusted opticians in the UK and Ireland. In Europe Vision Express continues to strengthen its position through sister eye care brands Grand Optical, Solaris and Generale D'Optique.",,Central,18 Tavern Street,,Ipswich,IP1 3AY,1.1541586,52.0577408,01473 281199,www.visionexpress.com,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,CLOSED,10:30 - 16:30,10:30 - 00:00,https://www.facebook.com/visionexpress/,https://www.instagram.com/visionexpressuk/,https://twitter.com/VisionExpress,https://www.youtube.com/user/visionexpressuk
Vodafone Ltd,"Shopping, Electrical, Professional Services, Digital","We're one of the world's leading mobile communications providers, operating in 26 countries and in partnership with networks in over 55 more. Across the world, we have almost 444 million customers and around 19.5 million in the UK",,Central,25-27 Tavern Street,,Ipswich,IP1 3AD,1.1549849,52.0578957,0870 070 0191,www.vodafone.co.uk,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,CLOSED,10:30 - 16:30,10:30 - 00:00,https://www.facebook.com/vodafoneUK/,https://www.instagram.com/vodafoneuk/,https://twitter.com/VodafoneUK,https://www.youtube.com/user/VODAFONEUK
W H Smith Ltd,"Shopping, Bookmakers, Books Crafts and Stationary, Cards and Gifts","You probably know us best for books, newspapers and stationery.",,Central,12 Westgate Street,,Ipswich,IP1 3EG,1.1516579,52.0584949,01473 259077,www.whsmith.co.uk,,08:00 - 17:30,08:00 - 17:30,08:00 -17:30,08:00 - 17:30,08:00 -17:30,CLOSED,10:00 - 16:00,09:00 - 00:00,https://www.facebook.com/WHSmithuk/,https://www.instagram.com/whsmithofficial/,https://twitter.com/WHSmith,https://www.youtube.com/user/WHSmithDirect
W J & L D Poulter,"Health and Beauty, Dentist",,,Saints,16 St Peter's Street,,Ipswich,IP1 1XB,1.1525294,52.0556348,01473 252698,,,08:30 - 17:30,08:30 - 17:30,08:30 -17:30,08:30 - 17:30,08:30 -17:30,CLOSED,CLOSED,CLOSED,,,,
Waitrose,Food and Drink,"Fresh, quality food is at the heart of what we do. As Waitrose partners, we want to know where our food comes from, how it's been produced and what it contains.",,Central,Princes Street,,Ipswich,IP1 1AS,1.1486333,52.0551723,01473 251830,www.waitrose.com,,07:00 - 20:00,07:00 - 20:00,07:00 -20:00,07:00 - 20:00,07:00 -20:00,CLOSED,09:00 - 18:00,09:00 - 00:00,https://www.facebook.com/Waitrose/,https://www.instagram.com/waitrose/,https://twitter.com/waitrose,https://www.youtube.com/user/Waitrose
Warren James,"Shopping, Jewellery","In 1979 a brother and sister with a passion for jewellery decided to open a refreshingly different kind of jewellers.

Warren James Jewellery outlet was opened, offering something new to customers: great jewellery design - just like the brands - but half the price

The first outlet became a busy destination for people from all over the area and its popularity soon spread.",,Central,Sailmakers,Tavern Street,Ipswich,IP1 3BB,1.15397,52.0584744,01473 236029,www.warrenjames.co.uk,,09:15 - 17:30,09:15 - 17:30,09:15 -17:30,09:15 - 17:30,09:15 -17:30,CLOSED,10:00 - 16:00,10:00 - 00:00,https://www.facebook.com/warrenjamesjewellers/,,https://twitter.com/WarrenJamesLtd,
The Waterfront Bar Bistro,"Food and Drink, French","The Waterfront Bar Bistro is one of a comfortable and relaxed atmosphere and a place to meet and have some great French inspired food.

Greg and Lorraine Morgan first entered the restaurant trade eight years ago when they opened Morgans wine bar and bistro in Ipswich town centre. Their aim is not to be too formal but ensure that people feel special and enjoy themselves.

The head chef Julien Jourdain has worked with Greg and Lorraine for five years and is the major driving force behind the inventive menus and consistent pursuit of fresh local quality ingredients.The front of house staff are ready to welcome you.

",1846697,Waterfront,15 Regatta Quay,,Ipswich,IP4 1FH,1.1582999,52.0526747,01473 226082,www.waterfrontbistroipswich.co.uk,,12:00 - 23:00,12:00 - 23:00,12:00 -23:00,12:00 - 23:00,12:00 -23:00,CLOSED,12:00 - 19:30,12:00 - 00:00,https://www.facebook.com/Waterfront-bistro-Ipswich-162741160409631/,,https://twitter.com/waterfront_ips,
Waterstones,"Shopping, Bookmakers, Books Crafts and Stationary",Booksellers,,Central,15 Butter Market,,Ipswich,IP1 1BQ,1.1539738,52.0573236,01473 289044,www.waterstones.com,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,CLOSED,10:30 - 16:30,09:00 - 00:00,,,https://twitter.com/waterstones,
Welch Pharmacy,"Health and Beauty, Pharmacy",,,Westgate,Westgate Street,,Ipswich,IP1 3ED,1.1529441,52.0579553,01473 252777,,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,CLOSED,CLOSED,CLOSED,,,,
White Stuff,"Shopping, Clothing","Each White Stuff shop is unique. More than simply housing our beautiful products, they are places where people can meet and socialise. Some are tiny, some are huge but inside all of them you'll find cheerful shopkeepers, a warm, friendly atmosphere and a decent cuppa.



We don't like to boast, but our shops are also (ahem) award-winning.",,Central,9 Butter Market,,Ipswich,IP1 1BQ,1.1536149,52.0571453,01473 216714,www.whitestuff.com,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,CLOSED,10:30 - 16:30,10:00 - 00:00,https://www.facebook.com/WhiteStuffUK/,https://www.instagram.com/whitestuffuk/,https://twitter.com/WhiteStuffUK,https://www.youtube.com/user/WhiteStuffClothes
St Lawrence Centre and Church,"Food and Drink, Tea Houses Coffee Shops and Cafes",,,Central,Dial Lane,,Ipswich,IP1 1DJ,1.1546922,52.0574056,01473 225267,www.realfutures.org,,09:00 - 15:45,09:00 - 15:45,09:00 -15:45,09:00 - 15:45,09:00 -15:45,12:00 - 23:00,CLOSED,CLOSED,,,,
Whittard Of Chelsea,Food and Drink,,,Central,34 Tavern street,,Ipswich,IP1 3AP,1.1548425,52.057578,01473 217687,www.whittard.co.uk,,09:30 - 17:30,09:30 - 17:30,09:30 -17:30,09:30 - 17:30,09:30 -17:30,CLOSED,10:30 - 16:30,10:30 - 00:00,https://www.facebook.com/whittardofchelsea/,https://www.instagram.com/whittarduk/,https://twitter.com/whittarduk,https://www.youtube.com/user/whittarduk
Wilko,"Shopping, Cards and Gifts, Home and Garden","Retailer of hardware and household accessories, toiletries and seasonal items.",,Central,28-32 Upper Brook Street,,Ipswich,IP4 1EB,1.1562741,52.0567715,01473 254244,www.wilko.com,,08:30 - 18:00,08:30 - 18:00,08:30 -18:00,08:30 - 18:00,08:30 -18:00,CLOSED,10:00 - 16:00,10:00 - 00:00,https://www.facebook.com/LoveWilko,https://www.instagram.com/lovewilko/,https://twitter.com/LoveWilko,https://www.youtube.com/user/LoveWilko
Zizzi,"Food and Drink, Italian","We've recently been given a brand new look and we'd love to show it off! Come down and see what we've done with the place. As ever with Zizzi restaurants, the design of the restaurant has been inspired by the local community. We've taken inspiration from the Ipswich docks which historically provided essential sea trade and communication between Britain and Europe. We've used young and talented designer James Grover to illustrate our walls alongside artwork depicting rope and pulley systems. Industrial pendant lighting is used throughout alongside a new, fresh complimentary colour scheme. 

We're situated in the heart of the town and within walking distance of the local cinema.

Dine al fresco with an outdoor dining area for sunny weather too!",731357,Saints,13 St Nicholas Street,,Ipswich,IP1 1TH,1.1527401,52.0555852,01473 230055,www.zizzi.co.uk,,11:30 - 23:00,11:30 - 23:00,11:30 -23:00,11:30 - 23:00,11:30 -23:30,CLOSED,11:30 - 22:30,11:30 - 00:00,,,,
DanceEast,"Things to Do, Arts & Culture, Entertainment","Founded in 1983 and gaining National Dance Agency status in 1994, DanceEast has grown from strength to strength, maintaining its commitment to the rural communities of East Anglia whilst developing national and international programmes. 
DanceEast brings world class dance to the East of England. The James Hehir Theatre, the heart of the DanceHouse, hosts a diverse programme of performances to widen audience experience. Please visit the http://www.danceeast.co.uk/whats-on/default.aspxwebsite or visit the Jerwood DanceHouse to find out what's on at DanceEast. 
DanceEast runs a variety of http://www.danceeast.co.uk/SpringTermClassesTimetable.aspx dance classes and http://www.danceeast.co.uk/SpringTermCoursesTimetable.aspx dance courses at the Jerwood DanceHouse including Hip Hop, Ballet, Jazz, Egyptian Belly Dancing, Pilates and Yoga. From classes for people with additional needs through to professional Masterclasses, DanceEast promotes dance as a pastime for fun and fitness for everybody.",1737114,Waterfront,Jerwood DanceHouse,Foundry Lane,Ipswich,IP4 1DW,1.155396,52.052456,01473 295230,www.danceeast.co.uk,,09:00 - 19:30,09:00 - 20:00,09:00 -20:00,09:00 - 20:00,09:00 -19:00,07:30 - 16:30,09:00 - 18:00,00:00 - 07:30,https://www.facebook.com/danceeast/,,https://twitter.com/dance_east,
Fusion Hair Salon,"Health and Beauty, Hairdressers and Barbers","A contemporary hair salon in Ipswich with a bright interior and a team of friendly, talented professionals with over 10 years experience.",,Saints,42a Tacket Street,,Ipswich,IP4 1BA,1.1581001,52.0555905,01473 233547,www.hairatfusion.co.uk,,09:00 - 17:00,09:00 - 17:00,09:00 -17:00,09:00 - 17:00,09:00 -17:00,09:00 - 18:00,CLOSED,00:00 - 09:00,,,,
Rumbles Sandwich Bar,"Food and Drink, Bakery and Sandwiches",,,Central,34 Queen Street,,Ipswich,IP1 1SS,1.1524074,52.0562646,01473 218301,,,08:00 - 15:00,08:00 - 15:00,08:00 -15:00,08:00 - 15:00,08:00 -15:00,12:00 - 23:00,CLOSED,CLOSED,,,,
St Nicholas Stores,"Food and Drink, Bakery and Sandwiches","Delicious homemade deli bar serving cakes, sandwiches, pastries and more.

The store also runs a catering business for a wide variety of events.",#N/A,Saints,7 St Nicholas Street,,Ipswich,IP1 1TH,1.1525769,52.0558158,01473 225228,www.stnicholasstores.co.uk,,09:00 - 16:30,09:00 - 16:30,09:00 -16:30,09:00 - 16:30,09:00 -16:30,12:00 - 23:00,CLOSED,CLOSED,,,,
Call Connection,"Professional Services, Digital, Financial and Legal Services","Call Connection is the UK's largest insurance lead generation business, providing telephone and online leads to many of the UK's best insurance providers. We also provide specialist contact centre support services such as sales fulfilment, disaster recovery and overflow solutions to a growing number of insurance partners.",,,Cromwell Square,,Ipswich,IP1 1TS,1.1518474,52.0551877,0800 561 1762,www.callconnection.com,,09:00 - 19:00,09:00 - 19:00,09:00 -19:00,09:00 - 19:00,09:00 -19:00,08:00 - 18:00,CLOSED,00:00 - 07:30,https://www.facebook.com/CallConnectionLtd/,,https://twitter.com/call_connection,
Seetec,"Professional Services, Education and Skills","Seetec is one of the of the UK's largest and most experienced providers of Government funded employment and skills training programmes. We help individuals find employment or gain qualifications and support employers with recruitment, training and IT solutions. Delivering a wide range of Department for Work and Pensions and Jobcentre Plus employment programmes, we work closely with employers and partner organisations to empower individuals to move off benefits and into sustainable employment.",,,Princes Street,,Ipswich,IP1 1PH,1.1517572,52.0565105,,www.seetec.co.uk,,09:00 - 17:00,09:00 - 17:00,09:00 -17:00,09:00 - 17:00,09:00 -16:30,12:00 - 23:00,CLOSED,CLOSED,,,https://twitter.com/SeetecInspire,
Royal Bank of Scotland,"Professional Services, Financial and Legal Services","The Royal Bank of Scotland plc is one of the retail banking subsidiaries of the The Royal Bank of Scotland Group plc, and together with NatWest and Ulster Bank, provides banking facilities throughout the UK and Ireland.",,Westgate,8 Princes Street,,Ipswich,IP1 1QT,1.1517655,52.0566818,01473 219472,www.rbs.com,,09:15 - 16:45,09:15 - 16:45,09:45 -16:45,09:15 - 16:45,09:15 -16:45,12:00 - 23:00,CLOSED,CLOSED,https://www.facebook.com/royalbankofscotland,,https://twitter.com/RBSGroup,
Ipswich Buses,"Professional Services, Travel and Transport","Getting around Ipswich couldn't be easier with Ipswich Buses. We operate bus services all year round. With over 110 years experience in moving people around, our great transport network will ensure you get to enjoy everything Ipswich has to offer, whether it's for work, leisure or education.

Our network is a great value way of travelling around Ipswich and enjoying all our town has to offer. 

Just look out for the Green and Purple Buses.",,Central,Sailmakers,Tavern Street,Ipswich,IP1 3DH,1.1551027,52.0590561,01473 232600,www.ipswichbuses.co.uk,,08:30 - 16:00,08:30 - 16:00,08:30 -16:00,08:30 - 16:00,08:30 -16:00,CLOSED,CLOSED,CLOSED,,,https://twitter.com/ipswichbuses,
Manpower,"Professional Services, Recruitment","Whether you need to control workforce costs, find talent for hard to fill positions or hire a large workforce for peak demand, Manpower's staffing services can help you achieve your goal. Talent is core to your competitive advantage. But at the same time, your success depends on the flexibility to staff up or down based on business demands, plus the ability produce efficiently to keep costs in check. That's why Manpower gives you talent resourcing options - so you can find the skilled people you need to drive business performance, while benefiting from the agility you need to respond smartly to workload fluctuations. Whether you need to staff one hard to fill position or hire large volumes for peak season, Manpower's staffing solutions can help you achieve your goals. You'll be able to meet customer demands, manage workforce costs and outdo the competition more than you ever thought possible.",,Westgate,15-17 Princes Street,,Ipswich,IP1 1QT,1.1520762,52.0566127,01473 233344,www.manpower.co.uk,,08:00 - 17:30,08:00 - 17:30,08:00 -17:30,08:00 - 17:30,08:00 -17:30,CLOSED,CLOSED,CLOSED,https://www.facebook.com/ManpowerUK,,https://twitter.com/ManpowerUKToday,
Avis,"Professional Services, Travel and Transport","1946 Warren Avis opened the world's first airport car rental location at Willow Run Airport, Detroit, with a grand total of three cars. Today, Avis worldwide operates in over 4,000 locations in 114 countries. Energy, enthusiasm, innovative industry leadership and an ethos of continuous improvement have characterised the company for many years.",,Franciscan,Ipswich Trade Centre,2b Commercial Road,Ipswich,IP1 1UZ,1.1469063,52.0518532,,www.avis.co.uk,,08:00 - 18:00,08:00 - 18:00,08:00 -18:00,08:00 - 18:00,08:00 -18:00,08:30 - 12:30,CLOSED,CLOSED,https://www.facebook.com/AvisRentACarUK/,,https://twitter.com/avisuk?lang=en-gb,https://www.youtube.com/channel/UCCFhAV5tzQXR7jyTQqe1u8A
Abbotts,"Professional Services, Estate Agents","Are you looking to sell your house or rent an apartment? Abbotts Countrywide are local estate agents that have been successfully buying, selling, renting and letting property in the Norfolk, Suffolk, Cambridgeshire and Essex areas for over 160 years.
Their industry trained professionals are experts at bringing people and property together, across a network of more than 34 branches throughout the region. Occupying a prime location on Butter Market, Abbotts' outstanding range of dedicated property services is designed to find you the right property to buy, the easiest way to sell your home or value your apartment.
Abbotts Countrywide have been awarded the Feefo Trusted Service award for 2017, this recognises that they deliver exceptional experiences, as rated by real customers. Get in touch today for an efficient estate agent in Ipswich.",,Central,3 Butter Market,,Ipswich,IP1 1BB,1.1532481,52.0572388,01473 396021,http://www.abbotts.co.uk/forsaleoffice/ipswich/193/,ipswich@abbottscountrywide.co.uk,08:30 - 18:00,08:30 - 18:00,08:30 -18:00,08:30 - 18:00,08:30 -18:00,08:30 - 18:00,CLOSED,CLOSED,https://www.facebook.com/AbbottsCountrywideIpswichIP11BB/,,,
